epoch,train_loss,val_nmse,val_nmse_db
1,0.7259964942932129,1.3957756143975302,1.4481560649519276
2,0.6669090390205383,1.3577859453753962,1.3283130892115214
3,0.6643474102020264,1.3168344768970843,1.1953118856241136
4,0.6353681087493896,1.2680061401879659,1.0312135657670358
5,0.595582127571106,1.2025362283204084,0.8009816905637858
6,0.5647367238998413,1.1505671175836074,0.6091195802942954
7,0.550377607345581,1.1189825170803616,0.488233011889037
8,0.5077760219573975,1.0941437453635616,0.39074382068000174
9,0.5240894556045532,1.0651471438197107,0.27409607150136345
10,0.5038446187973022,1.0341209394195574,0.14571332037578782
