epoch,train_loss,val_nmse,val_nmse_db
1,0.7217787504196167,1.3748014515707563,1.3823998201103926
2,0.6661746501922607,1.3363879033926807,1.2593253587242037
3,0.6723324060440063,1.2914276252555072,1.1107007227247387
4,0.6442064642906189,1.2437737804961564,0.9474139738355131
5,0.5897294282913208,1.188171353925044,0.7487907759608753
6,0.5707284808158875,1.1382871005592348,0.5625181431127708
7,0.5572830438613892,1.0921151994478495,0.38268451414274257
8,0.5051063895225525,1.0589342851723458,0.24869009708467982
9,0.5227574706077576,1.0238685382373298,0.10244198062421528
10,0.5137749314308167,0.9959216332186647,-0.01774833865158855
