epoch,train_loss,val_nmse,val_nmse_db
1,0.6712152481079101,1.233557443236243,0.9115937814651066
5,0.3676164671778679,0.7676504276067975,-1.1483650382710406
10,0.34779475927352904,0.729686914786425,-1.368634417245889
15,0.37107481583952906,0.7187581961442323,-1.4341718992677528
20,0.3145236551761627,0.7196761402321306,-1.4286289544686044
25,0.29945190623402596,0.6450622383872545,-1.9039838073817412
30,0.28765104711055756,0.6237301949107888,-2.050032311521411
35,0.3037554509937763,0.5964923161746915,-2.243951464017276
40,0.2896950975060463,0.6302982249707216,-2.004539159213567
45,0.28997833877801893,0.6033913363664662,-2.194009298177236
50,0.29251219555735586,0.591114597201523,-2.2832831589083975
55,0.2820032015442848,0.5879892375934244,-2.3063062306767765
60,0.2849351100623608,0.6025356963260718,-2.2001721886394794
65,0.284139509499073,0.6027010394884981,-2.198980594965327
70,0.24581837728619577,0.6065161980622885,-2.171575960585273
75,0.28577754497528074,0.5579680146164583,-2.533906961766102
80,0.27017768323421476,0.5621531012742128,-2.5014538908682837
