epoch,train_loss,val_nmse,val_nmse_db
1,0.6948573559522628,1.4193921342352178,1.521023941944701
5,0.40980714559555054,0.8729121386410814,-0.5902946720351734
10,0.36199900060892104,0.8085681862013446,-0.9228335034962737
15,0.38129123002290727,0.770827866183278,-1.1304259356137605
20,0.3509208418428898,0.7644386644711745,-1.166573549218193
25,0.34437046349048617,0.738657364356694,-1.3155696793311942
30,0.313421580940485,0.7414747936505655,-1.2990360817509596
35,0.33764890506863593,0.7339570571532722,-1.3432934933045413
40,0.3210486352443695,0.7199996394893038,-1.4266772102407212
45,0.3413544163107872,0.6992802982422525,-1.5534870754584316
50,0.33296497017145155,0.7227947574320484,-1.4098500612022236
55,0.3252222888171673,0.6682232975289345,-1.7507838680642545
60,0.31891860738396643,0.7060841853691728,-1.5114351557478143
65,0.3425267204642296,0.7178906537282483,-1.439417007422177
70,0.29159858003258704,0.6950583741444395,-1.57978719864251
75,0.34601099267601965,0.6593992424251941,-1.8085155614759254
80,0.30163654088974,0.6715679205731531,-1.729100573982035
