epoch,train_loss,val_nmse,val_nmse_db
1,0.6509274840354919,1.223303689300839,0.875342855032267
2,0.5272884766260783,0.98490684786114,-0.0660484297747005
3,0.4046953320503235,0.7977895534206958,-0.9811165481666607
4,0.33368222415447235,0.6999992937869485,-1.5490239813515179
5,0.3045990814765294,0.6196036201526895,-2.078860534568217
6,0.2837060143550237,0.5485784689370252,-2.607612419472048
7,0.24655860414107642,0.5176274698559336,-2.8598268425147038
8,0.23291135082642236,0.4826120981022696,-3.164017954127254
9,0.228218841056029,0.472890035698174,-3.2523983694014706
10,0.21297067403793335,0.46235432365320905,-3.3502507676137734
11,0.2127386381228765,0.45346638363036007,-3.4345490252883493
12,0.21413182963927588,0.43111194104889566,-3.6540994777978804
13,0.19957704345385233,0.42332495887231936,-3.7332612514523666
14,0.20416689664125443,0.4218756587511102,-3.748155316814954
15,0.18888259679079056,0.4014936164755515,-3.96321355370312
16,0.20964732517798743,0.3903430673020181,-4.085535295289978
17,0.19224117199579874,0.37990379159501275,-4.203263719873317
18,0.18873552481333414,0.351001565287145,-4.546909467989797
19,0.18220972269773483,0.356764270591156,-4.476186460618425
20,0.19177009413639703,0.37469103468127757,-4.263266982460224
21,0.17539390424887338,0.35004205006400335,-4.5587978132453735
22,0.17173768828312555,0.32338112043009626,-4.902853385804215
23,0.1799649571379026,0.32970016432975857,-4.818808363949435
24,0.16815470407406488,0.32662625035965287,-4.85948914736464
25,0.17221087714036307,0.294005499843563,-5.3164454533828565
26,0.15800717969735464,0.3163246857441609,-4.998669147420863
27,0.1680153583486875,0.3135978377767374,-5.0362694039088005
28,0.1610365038116773,0.281745649658777,-5.5014278102728165
29,0.14650333424409231,0.300895200036339,-5.215847401906547
30,0.14361965904633203,0.2805696314474006,-5.519593383274999
31,0.14839518815279007,0.2914002231579725,-5.3551011997770015
32,0.15318021674950918,0.2869793924976997,-5.42149288094786
33,0.15784811352690062,0.26688886765416975,-5.736695409265988
34,0.1534689540664355,0.2919168942459126,-5.347407701525798
35,0.14777949700752893,0.26375897254601094,-5.787927576243322
36,0.13752438376347223,0.24469842809832687,-6.11368820474183
37,0.13282564654946327,0.238030351289906,-6.233676624505974
38,0.13794332494338354,0.24591221970511812,-6.092198900549128
39,0.12043927113215129,0.23782299639351087,-6.237461534013838
40,0.14626307412981987,0.27731809770615445,-5.570217875535832
41,0.14392430459459624,0.217154558782833,-6.632310489476346
42,0.1339277687172095,0.32889757537493514,-4.829393281140851
43,0.13725872710347176,0.23114448546980434,-6.361164632840978
44,0.13296154762307802,0.26248569866979954,-5.808943538122618
45,0.12879684070746103,0.2438906543441634,-6.128048411152265
46,0.12096795812249184,0.23368447770013642,-6.313701343046631
47,0.11551818872491519,0.2124292854859222,-6.727856116573854
48,0.12179678802688916,0.21272581242261213,-6.721798090509714
49,0.12327619269490242,0.2280420037961861,-6.4198515152247895
50,0.12056334068377812,0.21977357988652219,-6.580245175501439
51,0.1194887471695741,0.22063027922460807,-6.5633488537830935
52,0.1480606198310852,0.21320018658265838,-6.71212419571434
53,0.12215926125645638,0.22015673663711985,-6.572680209036816
54,0.12452130268017451,0.21313826402082028,-6.713385758074601
55,0.11132404332359631,0.23055852592855006,-6.372188131745304
56,0.13876165201266608,0.2101428385266335,-6.774854057601902
57,0.13680828114350638,0.23565122798414884,-6.2773029277958345
58,0.11377295479178429,0.20031939026108472,-6.982770103878418
59,0.1023658812046051,0.20755505162384524,-6.828666919859573
60,0.11041470368703206,0.19774190390493288,-7.039012886717058
