epoch,train_loss,val_nmse,val_nmse_db
1,0.6559575200080872,1.2367604589228707,0.9228559175365005
2,0.5199978848298391,0.9973204095099628,-0.011652933162172264
3,0.41339702904224396,0.8060573046470602,-0.9363408200714062
4,0.33256905277570087,0.6942407421196343,-1.584899029686519
5,0.2926088521877925,0.6237669179618104,-2.0497766216563633
6,0.2679213508963585,0.5674407651639013,-2.4607946753595993
7,0.23958755532900491,0.5223763640346554,-2.820164818125186
8,0.2276733641823133,0.4954808523228125,-3.049731240065987
9,0.22152092307806015,0.48198619520748787,-3.169654004148201
10,0.21365870535373688,0.4661819146075572,-3.3144457881735825
11,0.21243073046207428,0.44932049300758226,-3.474437732673175
12,0.20802714427312216,0.440485321412841,-3.560685592964746
13,0.20319616049528122,0.4497228881935812,-3.4705500888920704
14,0.19748448332150778,0.41877807977850073,-3.78016058799271
15,0.19210447619358698,0.40800077076327046,-3.89339016474044
16,0.20857385049263635,0.3936401214268066,-4.049006428975844
17,0.19349645326534906,0.39201829119339904,-4.0669366874731425
18,0.17960165441036224,0.36032008494558826,-4.433115287796758
19,0.18087902665138245,0.3566995369528343,-4.476974544378149
20,0.19357948750257492,0.3676469835483554,-4.3456899295534
21,0.17210628588994345,0.3550910100274086,-4.496603227558662
22,0.16393160820007324,0.31967686609199214,-4.95288790979218
23,0.1731510212024053,0.35230245294702445,-4.530843329821169
24,0.16321170578400293,0.3299515582287247,-4.815498162985589
25,0.1713064288099607,0.2965538403959521,-5.278964474459531
26,0.15877542893091837,0.3215456654778473,-4.9275734044831205
27,0.1611542652050654,0.3068651987864913,-5.130523615909432
28,0.15688160806894302,0.2881164650455926,-5.404319223022991
29,0.14822173118591309,0.30374918900272646,-5.174848729396756
30,0.14600543429454169,0.2838896778673509,-5.468503979875185
31,0.1447646121184031,0.30413527372102195,-5.169332073007889
32,0.15101478000481924,0.26565571515325875,-5.7568083651003334
33,0.15082449465990067,0.25428813923567906,-5.946738961539193
34,0.14245987435181937,0.2687002405268804,-5.707319448081782
35,0.14121062060197195,0.2623383142156317,-5.8113827655693235
36,0.13004268084963164,0.2551646587036222,-5.931794772583463
37,0.13069738944371542,0.26288439615884707,-5.802351912356835
38,0.13961255053679147,0.26574002674159963,-5.755430256282463
39,0.13415629913409552,0.25601521453231635,-5.917342245667161
